Name,Sales,Date
Brianne Chaparro,228382,25-1-2020
Angelic Flury,775147,25-1-2020
Stephani Eisenmann,1366112,25-1-2020
Georgine Aigner,1211804,25-1-2020
Leandra Tank,1073713,25-1-2020
Nisha Bynoe,1376913,25-1-2020
Vina Gascon,478122,25-1-2020
Rocco Prichard,380246,25-1-2020
Miriam Cadena,874340,25-1-2020
Ranee Gulino,167119,25-1-2020
Krishna Shimp,61038,25-1-2020
Tayna Kallas,312475,25-1-2020
Enrique Whitmer,411832,25-1-2020
Franklin Ricciardi,189788,25-1-2020
Myrtle Cossey,1114480,25-1-2020
Georgianna Calloway,1047480,25-1-2020
Nerissa Vanatta,528319,25-1-2020
Miles Rogowski,335244,25-1-2020
Charisse Orman,769711,25-1-2020
Genoveva Even,1278601,25-1-2020
Birdie Fleischman,395657,25-1-2020
Tayna Kallas,246770,26-1-2020
Sherrell Blann,454681,26-1-2020
Renate Ruddick,1064716,26-1-2020
Yuri Beltran,597085,26-1-2020
Guadalupe Marone,1212030,26-1-2020
Denisha Ogden,748784,26-1-2020
Birdie Fleischman,423234,26-1-2020
Gregorio Carwile,664621,26-1-2020
Harriett Dauenhauer,1318488,26-1-2020
Emiko Fredricks,1153507,26-1-2020
Bennie Frei,656425,26-1-2020
Sean Heckman,342440,26-1-2020
Miyoko Pilot,1276091,26-1-2020
Miyoko Pilot,714957,26-1-2020
Denisha Ogden,1049755,26-1-2020
Cara Witherow,361726,26-1-2020
Kallie Penrod,601053,26-1-2020
Marianela Henline,1374160,26-1-2020
Christen Mcchesney,783913,26-1-2020
Emerita Fralick,782349,26-1-2020
Josiah Motta,335948,26-1-2020
Leonore Degreenia,130482,26-1-2020
Julio Zemlicka,940204,26-1-2020
Larraine Gobeil,1418007,26-1-2020
Ilona Langlois,1420192,26-1-2020
Alisia Hogue,389786,26-1-2020
Wan Chappell,63814,26-1-2020
Celestina Dartez,1111529,26-1-2020
Wynona Palmieri,551158,26-1-2020
Tressie Morphis,895551,26-1-2020
Lorri Trevizo,1204487,26-1-2020
Ernesto Cullison,664818,26-1-2020
Victor Roselli,702361,26-1-2020
Lorna Kliebert,462907,26-1-2020
Wan Chappell,461718,27-1-2020
Joey Guerra,619892,27-1-2020
Jung Irion,206932,27-1-2020
Chastity Immel,123995,27-1-2020
Arlinda Cogdill,1247507,27-1-2020
Enrique Whitmer,198327,27-1-2020
Cindi Gibbon,996925,27-1-2020
Janise Tercero,554538,27-1-2020
Judie Pocock,1033800,27-1-2020
Marica Chavous,1112967,27-1-2020
Elijah Reuss,851538,27-1-2020
Bambi Wynne,1162445,27-1-2020
Chrystal Cephas,160837,27-1-2020
Krishna Shimp,1207256,27-1-2020
Eleanore Schley,1388773,27-1-2020
Allyson Ancheta,1043161,27-1-2020
Chastity Immel,165701,27-1-2020
Latisha Swink,150220,27-1-2020
Denice Bustamante,128289,27-1-2020
Agripina Matteo,646171,27-1-2020
Thaddeus Kroeger,638323,27-1-2020
Brunilda Ehrhardt,22198,27-1-2020
Leanne Rowles,556109,27-1-2020
Felicitas Pine,118728,27-1-2020
Erin Mcmurtrie,416143,27-1-2020
Brunilda Ehrhardt,505464,28-1-2020
Glayds Brunt,543064,28-1-2020
Tayna Kallas,892800,28-1-2020
Mabelle Lafleur,186220,28-1-2020
Margarita Corcoran,92542,28-1-2020
Thaddeus Kroeger,1225083,28-1-2020
Sean Heckman,162759,28-1-2020
Noemi Mcabee,951671,28-1-2020
Kendal Westerfield,1326164,28-1-2020
Cami Kosinski,935416,28-1-2020
Grace Febus,970264,28-1-2020
Treena Barna,831483,28-1-2020
Shira Lemelin,1137654,28-1-2020
Paige Bain,250370,28-1-2020
Celia Banning,1057033,28-1-2020
Ruthie Poe,630356,28-1-2020
Buford Truss,276309,28-1-2020
Elza Tews,1483915,28-1-2020
Serina Ballantyne,447726,28-1-2020
Bryon Smail,1040090,28-1-2020
Kathrin Fuller,1302157,28-1-2020
Maddie Fleener,1494156,28-1-2020
Agripina Matteo,340783,28-1-2020
Misti Shockey,656667,28-1-2020
Shayla Jacobi,1012619,28-1-2020
Dortha Kearns,445577,28-1-2020
Lela Anding,1095990,29-1-2020
Elvie Plumber,677197,29-1-2020
Tyron Brackett,153234,29-1-2020
Millicent Beamon,148052,29-1-2020
Luise Eccles,421079,29-1-2020
Rosetta Lorenzen,1388506,29-1-2020
Jane Carlton,1235338,29-1-2020
Ilona Langlois,1104337,29-1-2020
Judie Pocock,835130,29-1-2020
Dewitt Kennerson,1164921,29-1-2020
Johanna Hilbert,742180,29-1-2020
Joelle Feldman,1243707,29-1-2020
Mica Coburn,369664,29-1-2020
Dollie Seymour,308708,29-1-2020
Erma Gerken,493730,29-1-2020
Ardath Albro,1125279,29-1-2020
Izola Adams,373675,29-1-2020
Bennie Frei,1032805,29-1-2020
Terina Lopinto,484855,29-1-2020
Rufina Fawcett,121809,29-1-2020
Lorilee Crosland,65903,29-1-2020
Luigi Bevins,1151969,29-1-2020
Natalie Karlin,368800,29-1-2020
Lanette Buckingham,697082,29-1-2020
Shayla Jacobi,990774,29-1-2020
Chase Coolidge,1114018,29-1-2020
Belva Antos,1069044,29-1-2020
Herta Weidner,732433,29-1-2020
Benedict Blumberg,956584,29-1-2020
Titus Burling,166706,29-1-2020
Davida Barsky,1373502,30-1-2020
Chastity Brugger,1473239,30-1-2020
Elza Tews,1435684,30-1-2020
Melda Masten,1061428,30-1-2020
Josefina Schranz,194601,30-1-2020
Sachiko Sommerville,134139,30-1-2020
Serita Pederson,287010,30-1-2020
Alexa Seitz,290258,30-1-2020
Emiko Fredricks,874626,30-1-2020
Lizzie Haggins,1110682,30-1-2020
Lizzie Haggins,963565,30-1-2020
Esmeralda Freeborn,1266455,30-1-2020
Kenia Favela,995232,30-1-2020
Dorla Greenburg,1097302,30-1-2020
Katherine Lafontant,464280,30-1-2020
Lisa Klingbeil,503534,30-1-2020
Tam Pollman,771236,30-1-2020
Palma Strasser,200808,30-1-2020
Layla Lando,1164506,30-1-2020
Charlesetta Fall,1486993,30-1-2020
Lilia Despres,778890,30-1-2020
Treena Barna,1328048,30-1-2020
Golden Wallen,1440491,30-1-2020
Dominque Carney,1259996,30-1-2020
Charmain Puthoff,536870,30-1-2020
Lakeesha Ruis,121560,30-1-2020
Bennie Frei,205774,30-1-2020
Marlen Willilams,980076,30-1-2020
Marilyn Eiler,455045,30-1-2020
Elijah Reuss,1366118,30-1-2020
Silva Plumb,753874,1-2-2020
Lauren Stephenson,1433400,1-2-2020
Kia Ureno,482610,1-2-2020
Marica Chavous,1255097,1-2-2020
Danette Dolce,980425,1-2-2020
Cassey Brewster,149307,1-2-2020
Janette Werth,720087,1-2-2020
Benedict Blumberg,1326567,1-2-2020
Dortha Kuntz,1312322,1-2-2020
Larraine Gobeil,520526,1-2-2020
Linnea Molton,161852,1-2-2020
Martha Stiverson,349736,1-2-2020
Young Kensey,924708,1-2-2020
Yukiko Post,669064,1-2-2020
Miyoko Pilot,344733,1-2-2020
Mirtha Shrout,820312,1-2-2020
Larraine Gobeil,221790,1-2-2020
Odessa Meaney,1491143,1-2-2020
Brendan Acton,422020,1-2-2020
Gita Westberg,188722,1-2-2020
Lorie Blount,638730,1-2-2020
Yuonne Espada,1385710,1-2-2020
Marhta Wynne,671859,1-2-2020
Tilda Alarcon,842518,1-2-2020
Alejandrina Mandelbaum,710427,1-2-2020
Serina Ballantyne,520802,1-2-2020
Tora Theodore,1409646,1-2-2020
Berry Right,265342,1-2-2020
Vina Gascon,627744,1-2-2020
Ernesto Cullison,1252733,1-2-2020
Leo Torrain,790872,1-2-2020
Benedict Blumberg,1002339,1-2-2020
Renate Ruddick,634684,1-2-2020
Miles Rogowski,13796,1-2-2020
Meg Isabell,1182515,1-2-2020
Brianna Navas,1416287,1-2-2020
Hsiu Levenson,543109,2-2-2020
Collin Millsap,690244,2-2-2020
Wan Chappell,1384668,2-2-2020
Bobbye Mccraney,349970,2-2-2020
Teresita Prouty,532594,2-2-2020
Dollie Seymour,408872,2-2-2020
Erin Mcmurtrie,595240,2-2-2020
Pinkie Bufford,1003358,2-2-2020
Bennie Frei,561511,2-2-2020
Dudley Naab,1162529,2-2-2020
Serita Pederson,1077489,2-2-2020
Ginger Riordan,119622,2-2-2020
Lizzette Baumer,851013,2-2-2020
Ayako Frick,523037,2-2-2020
Delisa Gurganus,919093,2-2-2020
Taina Keifer,886881,2-2-2020
Lanette Buckingham,406471,2-2-2020
Melda Masten,672512,2-2-2020
Tonja Pierpont,150847,2-2-2020
Miles Rogowski,232381,2-2-2020
Serina Ballantyne,1177191,2-2-2020
Phyliss Foxwell,1060965,2-2-2020
Enda Mascorro,692290,2-2-2020
Bonita Gunnerson,361010,2-2-2020
Gregorio Carwile,553729,2-2-2020
Kenia Lozoya,562844,2-2-2020
Cyrstal Dempsey,600392,2-2-2020
Shella Bassler,1276259,2-2-2020
Young Kensey,1498639,2-2-2020
Romelia Armbruster,184807,2-2-2020
Kenia Lozoya,71127,2-2-2020
Samantha Atilano,920066,2-2-2020
Jerlene Wasson,515144,2-2-2020
Bonita Gunnerson,664498,3-2-2020
Joey Guerra,114234,3-2-2020
Roxanna Cheyne,643317,3-2-2020
Birdie Fleischman,1227847,3-2-2020
Frankie Argento,28240,3-2-2020
Leanne Rowles,366979,3-2-2020
Patti Boeke,1211866,3-2-2020
Alison Cordell,674120,3-2-2020
Berry Right,1478468,3-2-2020
Alisia Hogue,1390611,3-2-2020
Victor Roselli,1159879,3-2-2020
Clayton Chapel,1086332,3-2-2020
Emelia Anders,1238710,3-2-2020
Roxanne Linzey,1012046,3-2-2020
Allene Hone,1477596,3-2-2020
Ashton Lacombe,1029961,3-2-2020
Roxanna Cheyne,1286324,3-2-2020
Ivonne Yeoman,305956,3-2-2020
Ernesto Cullison,1221889,3-2-2020
Franklin Ricciardi,1085063,3-2-2020
Brianna Navas,1250762,3-2-2020
Mariette Huson,986251,3-2-2020
Maddie Fleener,575751,3-2-2020
Shayla Jacobi,563253,3-2-2020
Julio Zemlicka,612011,3-2-2020
Mee Riggleman,1224393,3-2-2020
Sherrell Blann,258854,3-2-2020
Dewey Zalewski,362857,3-2-2020
Cherri Hayden,1394452,3-2-2020
Emiko Fredricks,1483451,3-2-2020
Treena Barna,930363,4-2-2020
Melda Masten,138504,4-2-2020
Ivana Murnane,839275,4-2-2020
Davida Barsky,190149,4-2-2020
Erma Gerken,226538,4-2-2020
Josefina Schranz,29998,4-2-2020
Kit Nogle,1237861,4-2-2020
Flor Fairchild,1158794,4-2-2020
Carmine Hamburg,1245436,4-2-2020
Veronica Hertzler,679217,4-2-2020
Dede Shiflett,786891,4-2-2020
Monique Valtierra,166459,4-2-2020
Williams Leno,1117992,4-2-2020
Janise Tercero,502909,4-2-2020
Roy Dejong,37746,4-2-2020
Shantelle Mcgrane,826364,4-2-2020
Shayla Jacobi,1217962,4-2-2020
Stephani Eisenmann,139977,4-2-2020
Georgine Aigner,991117,4-2-2020
Latisha Swink,1350032,4-2-2020
Zola Gaus,559042,4-2-2020
Paulina Kaufmann,555326,4-2-2020
Delicia Symes,1149805,4-2-2020
Vera Mckamie,315076,4-2-2020
Angelic Flury,1368626,4-2-2020
Brianna Navas,526443,4-2-2020
Rosette Hackler,593704,4-2-2020
Leeanna Link,1290773,5-2-2020
Alison Cordell,1003455,5-2-2020
Cindi Gibbon,242643,5-2-2020
Tyisha Ahumada,432367,5-2-2020
Josefina Schranz,695364,5-2-2020
Paulina Kaufmann,696136,5-2-2020
Shira Lemelin,1347910,5-2-2020
Judie Pocock,804787,5-2-2020
Charmain Puthoff,684566,5-2-2020
Breanne Prentiss,987014,5-2-2020
Miyoko Pilot,911511,5-2-2020
Ryann Muise,1461454,5-2-2020
Genoveva Even,363302,5-2-2020
Leandra Tank,895991,5-2-2020
Melody Bouffard,220030,5-2-2020
Treena Barna,740098,5-2-2020
Erma Gerken,5957,5-2-2020
Alvin Riggie,1453394,5-2-2020
Darnell Rich,80600,5-2-2020
Colby Vereen,760949,5-2-2020
Joanie Huckins,1401096,5-2-2020
Johanna Hilbert,1067427,5-2-2020
Roger Schisler,370681,5-2-2020
Zenaida Israel,700555,5-2-2020
Ria Lightbody,572076,6-2-2020
Madie Nevels,214094,6-2-2020
Enrique Whitmer,1414316,6-2-2020
Michell Corrigan,114575,6-2-2020
Shira Lemelin,639698,6-2-2020
Yoshie Kies,1176525,6-2-2020
Rick Keffer,1086565,6-2-2020
Evelyn Bonneau,798060,6-2-2020
Gregorio Carwile,221270,6-2-2020
Ayako Frick,861035,6-2-2020
Keiko Krahn,1429483,6-2-2020
Aaron Killingsworth,504186,6-2-2020
Donnie Mccrystal,676899,6-2-2020
Lois Meadors,167243,6-2-2020
Grover Ritchey,670467,6-2-2020
Tora Theodore,628789,6-2-2020
Lakeesha Ruis,502820,6-2-2020
Ashton Lacombe,557831,6-2-2020
Adrianna Sweetland,1311897,6-2-2020
Brandi Organ,1467638,6-2-2020
Enrique Whitmer,883768,6-2-2020
Dave Dressler,772626,6-2-2020
Eladia Board,758528,6-2-2020
Brunilda Ehrhardt,1259988,7-2-2020
Stormy Edberg,1444551,7-2-2020
Kenia Lozoya,1049472,7-2-2020
Lupita Brittan,109481,7-2-2020
Monique Valtierra,716722,7-2-2020
Yuonne Espada,1119953,7-2-2020
Lorna Kliebert,551127,7-2-2020
Parker Gebhart,1217250,7-2-2020
Frederica Powe,1269506,7-2-2020
Illa Jaffee,463619,7-2-2020
Juliann Levi,151979,7-2-2020
Julie Giesen,244575,7-2-2020
Marita Hintz,137689,7-2-2020
Geoffrey Jorstad,300731,7-2-2020
Genoveva Even,829102,7-2-2020
Leeanna Link,161492,7-2-2020
Rosette Hackler,1125910,7-2-2020
Clayton Chapel,1225190,7-2-2020
Aaron Killingsworth,897437,7-2-2020
Grace Febus,776968,7-2-2020
Sean Lamberson,1346051,7-2-2020
Jaqueline Almquist,488086,7-2-2020
Dominque Carney,111133,7-2-2020
Grace Febus,662973,7-2-2020
Alexa Seitz,1073319,7-2-2020
Margene Walden,403365,7-2-2020
Alda Marciniak,1151064,7-2-2020
Estella Reinert,998901,7-2-2020
Leann Bowen,42152,7-2-2020
Glynis Kunz,317892,7-2-2020
Meg Isabell,313667,7-2-2020
Kiley Stancill,1064631,7-2-2020
Eunice Barriere,81486,8-2-2020
Clementina Olds,816083,8-2-2020
Harland Greenspan,514923,8-2-2020
Flor Fairchild,676558,8-2-2020
Ryann Muise,1350980,8-2-2020
Tressie Morphis,904592,8-2-2020
Janise Tercero,581747,8-2-2020
Denisha Ogden,974608,8-2-2020
Miles Rogowski,129414,8-2-2020
Thomasina Betances,862859,8-2-2020
Audria Irizarry,1123510,8-2-2020
Dale Dysart,110622,8-2-2020
Millicent Beamon,1291055,8-2-2020
Marilyn Eiler,646643,8-2-2020
Linnea Molton,1389887,8-2-2020
Misti Shockey,1268288,8-2-2020
Crista Gump,641094,8-2-2020
Marita Hintz,782022,8-2-2020
Dustin Coyne,387024,8-2-2020
Adeline Mey,1231611,8-2-2020
Taina Keifer,321879,8-2-2020
Alejandrina Mandelbaum,762650,8-2-2020
Denice Bustamante,1314923,8-2-2020
Renate Ruddick,97528,8-2-2020
Kenia Lozoya,243280,8-2-2020
Shira Lemelin,895625,8-2-2020
Christen Mcchesney,557648,8-2-2020
Hilaria Ashmore,140001,8-2-2020
Dede Shiflett,176561,8-2-2020
Alfonso Bedford,415598,8-2-2020
Lanelle Haygood,1170881,8-2-2020
Kiersten Mannion,547848,8-2-2020
Herta Weidner,1047261,8-2-2020
Frankie Argento,1014667,8-2-2020
Glady Sugarman,662934,8-2-2020
Brendan Acton,1196158,8-2-2020
Dudley Naab,261634,8-2-2020
Denice Bustamante,1188583,9-2-2020
Odessa Meaney,525848,9-2-2020
Lakita Hakes,493214,9-2-2020
Lynetta Lupi,1337031,9-2-2020
Benedict Blumberg,621294,9-2-2020
Jere Rascoe,555881,9-2-2020
Ria Lightbody,237083,9-2-2020
Mindy Hehn,204924,9-2-2020
Brendan Acton,1413077,9-2-2020
Samatha Lair,860118,9-2-2020
Dorla Harbert,1261679,9-2-2020
Dell Luckett,72997,9-2-2020
Dale Dysart,824652,9-2-2020
Anastacia Groseclose,310908,9-2-2020
Zandra Feather,1253842,9-2-2020
Karena Paiva,206388,9-2-2020
Esmeralda Freeborn,603837,9-2-2020
Suzi Gao,33383,9-2-2020
Asuncion Herbst,1300066,9-2-2020
Allyson Ancheta,343313,9-2-2020
Margene Walden,1432137,9-2-2020
Lucrecia Sutera,185026,9-2-2020
Vallie Bakke,1470108,9-2-2020
Paulette Yerby,1189939,9-2-2020
Palma Strasser,1224497,9-2-2020
Darnell Rich,959595,10-2-2020
Aaron Killingsworth,173743,10-2-2020
Paulette Yerby,1252941,10-2-2020
Nisha Bynoe,563366,10-2-2020
Kiersten Mannion,1346149,10-2-2020
Maragaret Tomlinson,1182685,10-2-2020
Susannah Watkin,37835,10-2-2020
Hipolito Lovvorn,1304875,10-2-2020
Treena Barna,1257750,10-2-2020
Alfonso Bedford,877343,10-2-2020
Ana Ericson,852100,10-2-2020
Tayna Kallas,1052418,10-2-2020
Dorla Greenburg,738609,10-2-2020
Hildegarde Rench,1395260,10-2-2020
Allene Hone,1449246,10-2-2020
Lanell Rodgers,882114,10-2-2020
Serita Pederson,1231398,10-2-2020
Zola Gaus,647597,10-2-2020
Denisha Ogden,989715,10-2-2020
Lakeesha Ruis,1216100,10-2-2020
Lillian Mumford,800345,10-2-2020
Leo Torrain,1443036,10-2-2020
Erica Packett,923021,10-2-2020
Mica Coburn,497472,10-2-2020
Lanette Buckingham,421390,10-2-2020
Franklin Ricciardi,104167,10-2-2020
Odessa Meaney,929477,10-2-2020
Kami Saliba,771016,10-2-2020
Tam Pollman,717674,11-2-2020
Cyrstal Dempsey,1124388,11-2-2020
Myrtle Cossey,972442,11-2-2020
Alan Tee,32955,11-2-2020
Kit Nogle,1456462,11-2-2020
Criselda Dublin,601719,11-2-2020
Patti Boeke,133759,11-2-2020
Georgianna Calloway,583227,11-2-2020
Bryon Smail,760954,11-2-2020
Frankie Argento,113267,11-2-2020
Monique Valtierra,191029,11-2-2020
Brendan Acton,1132168,11-2-2020
Kiersten Mannion,1120213,11-2-2020
Josiah Motta,1227727,11-2-2020
Delphine Teague,271405,11-2-2020
Alejandrina Mandelbaum,63835,11-2-2020
Sean Lamberson,755035,11-2-2020
Glynis Kunz,184405,11-2-2020
Rossana Hellums,52411,11-2-2020
Emerita Fralick,432162,11-2-2020
Lyman Ravenscroft,552905,11-2-2020
Shanice Carrera,784593,11-2-2020
Silvia Hauge,1168618,11-2-2020
Melody Bouffard,1059196,11-2-2020
Isiah Delaughter,1450529,11-2-2020
Misti Shockey,1433725,11-2-2020
Yuri Beltran,1345210,11-2-2020
Jung Alva,966122,11-2-2020
Giuseppe Deville,1023707,11-2-2020
Michell Corrigan,1391827,11-2-2020
Latisha Swink,415791,11-2-2020
Shanice Carrera,218080,11-2-2020
Felicitas Pine,690965,11-2-2020
Ardath Albro,941125,11-2-2020
Lawana Styers,1088783,12-2-2020
Frankie Argento,21876,12-2-2020
Roxanna Cheyne,590367,12-2-2020
Zola Gaus,933753,12-2-2020
Tomika Hedberg,348301,12-2-2020
Rosette Custer,548692,12-2-2020
Paulette Yerby,893280,12-2-2020
Jane Carlton,657573,12-2-2020
Jerome Leeman,1468099,12-2-2020
Kia Ureno,1320280,12-2-2020
Neal Oland,714133,12-2-2020
Sarita Cripe,1110791,12-2-2020
Lorri Trevizo,739346,12-2-2020
Tyron Brackett,446374,12-2-2020
Delphine Teague,436235,12-2-2020
Franklin Ricciardi,1335506,12-2-2020
Tomika Hedberg,1156667,12-2-2020
Millicent Beamon,750725,12-2-2020
Silva Plumb,629133,12-2-2020
Loida Tartaglia,982257,12-2-2020
Grace Febus,592379,12-2-2020
Melaine Steverson,1032317,12-2-2020
Kathrin Fuller,1313339,12-2-2020
Loan Puryear,1100568,12-2-2020
Dorla Greenburg,918394,12-2-2020
Shira Lemelin,1456515,12-2-2020
Leandra Tank,426435,12-2-2020
Kit Nogle,1181846,13-2-2020
Gita Westberg,1244724,13-2-2020
Meg Isabell,372120,13-2-2020
Denice Bustamante,328885,13-2-2020
Gilberto Spicer,356229,13-2-2020
Luvenia Alday,972991,13-2-2020
Bebe Gama,1247306,13-2-2020
Sara Dillahunty,164599,13-2-2020
Shae Buggs,879467,13-2-2020
Zola Gaus,210994,13-2-2020
Marita Hintz,780349,13-2-2020
Leandra Tank,161026,13-2-2020
Marica Chavous,252023,13-2-2020
Josiah Motta,1382788,13-2-2020
Deonna Byham,1263743,13-2-2020
Lorie Blount,527310,13-2-2020
Rosario Rizzo,380969,13-2-2020
Dorla Greenburg,759174,13-2-2020
Brunilda Ehrhardt,339312,13-2-2020
Misti Shockey,646487,13-2-2020
Moshe Filice,1270091,13-2-2020
Betsy Meserve,659839,13-2-2020
Tora Theodore,255554,13-2-2020
Dave Dressler,71009,13-2-2020
Sydney Baskerville,1231657,13-2-2020
Krystal Molinari,1101533,13-2-2020
Pearly Arreguin,1404964,13-2-2020
Crissy Windsor,1206630,13-2-2020
Ranee Gulino,154660,13-2-2020
Emiko Fredricks,909006,13-2-2020
Lucrecia Sutera,1440291,13-2-2020
Jerlene Wasson,1343139,13-2-2020
Cindi Gibbon,774851,14-2-2020
Lanelle Haygood,1139850,14-2-2020
Ria Lightbody,417103,14-2-2020
Lela Anding,1254489,14-2-2020
Silvia Hauge,1417322,14-2-2020
Yoshie Kies,961978,14-2-2020
Louis Machnik,515051,14-2-2020
Georgine Aigner,942760,14-2-2020
Adrianna Sweetland,1306666,14-2-2020
Paulette Yerby,597427,14-2-2020
Venetta Schurman,880557,14-2-2020
Brandi Organ,1118698,14-2-2020
Curt Lant,732250,14-2-2020
Lois Meadors,361343,14-2-2020
Les Mcclellan,942486,14-2-2020
Stormy Edberg,75223,14-2-2020
Ryann Muise,1007033,14-2-2020
Lady Kron,479911,14-2-2020
Louis Machnik,209650,14-2-2020
Madie Nevels,306053,14-2-2020
Dorla Greenburg,817028,14-2-2020
Yasmine Costello,30844,14-2-2020
Belva Antos,297928,14-2-2020
Ahmad Karlin,927270,14-2-2020
Johanna Hilbert,1037794,14-2-2020
Sha Middlebrooks,762843,14-2-2020
Loan Puryear,929231,15-2-2020
Juliann Levi,132099,15-2-2020
Josiah Motta,1007043,15-2-2020
Aaron Killingsworth,756527,15-2-2020
Nelly Mclain,619094,15-2-2020
Susanna Brandes,1187487,15-2-2020
Brandi Organ,916450,15-2-2020
Nerissa Vanatta,59489,15-2-2020
Enrique Whitmer,476124,15-2-2020
Olene Reitz,267456,15-2-2020
Clayton Chapel,59764,15-2-2020
Alexa Seitz,852496,15-2-2020
Nguyet Vaz,248475,15-2-2020
Samella Dively,1282413,15-2-2020
Roxanne Linzey,165421,15-2-2020
Zachary Novello,77582,15-2-2020
Mee Riggleman,573691,15-2-2020
Wilber Simmer,1251014,15-2-2020
Genoveva Even,935695,15-2-2020
Alejandrina Mandelbaum,1320524,15-2-2020
Guadalupe Marone,1207596,15-2-2020
Keiko Krahn,685544,15-2-2020
Warner Chiarello,201069,15-2-2020
Buster Keppler,357351,15-2-2020
Isiah Delaughter,982535,15-2-2020
Estella Reinert,1043251,15-2-2020
Zandra Feather,460048,15-2-2020
Margarita Corcoran,620085,15-2-2020
Opal Recker,201443,15-2-2020
Dorian Fenstermacher,1129462,15-2-2020
Zenaida Israel,1357753,15-2-2020
Lisa Klingbeil,162254,15-2-2020
Wendell Ginsburg,42772,15-2-2020
Dori Gamble,1150231,15-2-2020
Lorilee Crosland,1223918,16-2-2020
Colby Vereen,7969,16-2-2020
Hipolito Lovvorn,345252,16-2-2020
Elissa Sitsler,1026271,16-2-2020
Betsy Meserve,288563,16-2-2020
Larraine Gobeil,142463,16-2-2020
Shawnna Whitley,725853,16-2-2020
Giuseppe Deville,1468203,16-2-2020
Leo Torrain,453335,16-2-2020
Dorcas Oakley,706384,16-2-2020
Erma Gerken,1400635,16-2-2020
Sun Kaplan,454505,16-2-2020
Anderson Ojeda,1095438,16-2-2020
Rosette Hackler,540130,16-2-2020
Glynis Kunz,237238,16-2-2020
Kallie Penrod,903119,16-2-2020
Lupita Brittan,1141404,16-2-2020
Rocco Prichard,1305443,16-2-2020
Nannie Dyment,1356862,16-2-2020
Geoffrey Jorstad,713052,16-2-2020
Chase Coolidge,115172,16-2-2020
Hoyt Saner,916129,16-2-2020
Lisa Klingbeil,382508,16-2-2020
Krystal Molinari,1242695,16-2-2020
Lauren Stephenson,1072985,16-2-2020
Celia Banning,135914,16-2-2020
Liane Hankinson,80318,16-2-2020
Illa Jaffee,295329,16-2-2020
Marcella Barber,334576,16-2-2020
Dave Dressler,1132407,16-2-2020
Marita Hintz,562698,16-2-2020
Keitha Singleterry,886530,17-2-2020
Judie Pocock,1413747,17-2-2020
Marita Hintz,993968,17-2-2020
Jacob Pitcock,734429,17-2-2020
Larraine Gobeil,247379,17-2-2020
Adeline Mey,897492,17-2-2020
Tonya Gordan,1198109,17-2-2020
Jeanmarie Drown,692136,17-2-2020
Leandra Tank,611265,17-2-2020
Rubi Perro,397261,17-2-2020
Sherrell Blann,1057685,17-2-2020
Les Mcclellan,842865,17-2-2020
Rosette Hackler,22252,17-2-2020
Marisela Illingworth,184300,17-2-2020
Krystal Molinari,136090,17-2-2020
Paulette Yerby,96751,17-2-2020
Melda Masten,937958,17-2-2020
Dave Dressler,54587,17-2-2020
Geri Guan,1460545,17-2-2020
Georgine Aigner,573206,17-2-2020
Lisa Klingbeil,991630,17-2-2020
Ima Gaudreau,642918,17-2-2020
Alda Marciniak,1361926,17-2-2020
Collin Millsap,728906,17-2-2020
Sherrell Blann,674428,18-2-2020
Faustina Quesenberry,250255,18-2-2020
Luigi Bevins,46643,18-2-2020
Michell Corrigan,372848,18-2-2020
Kenia Favela,1279877,18-2-2020
Cleveland Tung,534582,18-2-2020
Gerri Charon,860533,18-2-2020
Cassey Brewster,1071796,18-2-2020
Bennie Frei,1391412,18-2-2020
Yukiko Post,895768,18-2-2020
Cori Raub,1255681,18-2-2020
Mee Riggleman,962955,18-2-2020
Leann Bowen,932014,18-2-2020
Marilyn Eiler,632407,18-2-2020
Shawnna Whitley,268314,18-2-2020
Hugo Nardone,986545,18-2-2020
Shayla Jacobi,912750,18-2-2020
Bryon Smail,1399879,18-2-2020
Del Najar,404051,18-2-2020
Elissa Sitsler,262706,18-2-2020
Kami Storms,953315,18-2-2020
Parker Gebhart,1165818,18-2-2020
Nguyet Vaz,205469,18-2-2020
Criselda Dublin,1377159,18-2-2020
Julienne Riesgo,1499742,18-2-2020
Julienne Riesgo,88072,18-2-2020
Ahmad Karlin,160114,18-2-2020
Sarita Cripe,161362,18-2-2020
Kia Ureno,1289457,18-2-2020
Leanne Rowles,1296151,18-2-2020
Rocky Larocque,1100739,19-2-2020
Aundrea Bakker,510020,19-2-2020
Toni Mullen,897669,19-2-2020
Geoffrey Jorstad,67500,19-2-2020
Luvenia Alday,274735,19-2-2020
Anamaria Loos,1221410,19-2-2020
